0 3438.783072 2372.688930
1 3398.957519 3623.624461
2 4652.585231 941.828346
3 360.337187 1460.722673
4 611.170431 3412.230949
5 2110.151051 3567.686705
6 1396.022121 2238.634461
7 4854.812622 3032.411498
8 2708.623246 1538.683259
9 2628.365053 1117.999120
10 4986.785020 1182.356912
11 4318.166747 3201.149947
12 4233.298036 2577.412082
13 1154.343649 2118.676235
14 3570.836345 1237.618235
15 177.487233 3139.966484
16 5304.257176 299.310447
17 1731.631364 2397.245146
18 4624.419645 2867.905181
19 5180.347932 2363.564746
20 3510.395622 1540.861881
21 4017.602008 2417.373336
22 2351.492240 3864.134241
23 4540.280473 2570.937038
24 5285.559479 112.768622
25 3638.728193 1685.230825
26 1318.548690 3387.214924
27 1939.861928 2626.921981
28 3213.229043 1107.962389
29 1256.092915 1478.100386
30 1847.566692 2890.617545
31 4996.007206 931.038742
32 4651.543962 3524.077892
33 3116.896658 236.437074
34 1037.374444 2799.369292
35 5207.854473 1808.525169
36 1352.946284 2090.267790
37 3302.929664 1725.063335
38 3618.174875 100.284699
39 3963.970913 95.311584
40 3980.993298 2506.025824
41 1528.484232 2909.002396
42 3168.888096 941.496172
43 3667.346376 3598.377341
44 3220.211674 663.059734
45 1534.109076 737.487476
46 71.749680 3904.759727
47 4537.960961 1348.763478
48 4717.481913 250.079459
49 4887.050417 2044.080855
50 1953.852612 3445.607359
51 728.068507 1336.549575
52 2435.616366 827.933826
53 5301.237305 515.515910
54 3188.827298 3351.626876
55 4572.067587 3440.732874
56 2439.420364 1585.132694
57 909.687315 2321.706720
58 5046.607722 2766.262577
59 2611.162896 367.848885
60 3962.756163 436.062958
61 4613.708525 1305.545497
62 474.249938 318.230661
63 1199.525688 2453.616141
64 1721.986402 708.865815
65 2893.704928 2328.331540
66 1439.710213 442.921855
67 2371.263846 2830.941987
68 2731.300051 1240.884942
69 2587.697848 703.271152
70 4998.896358 687.503945
71 3637.520535 1886.642594
72 801.749628 2952.644162
73 4385.992722 1515.794110
74 168.995409 3872.096397
75 4600.286298 3332.482396
76 4846.945568 3807.522539
77 5098.971566 399.924220
78 732.941174 505.336097
79 2684.729819 2250.708418

0 3167.255240 2021.669252
1 4643.599510 2677.215721
2 3043.971071 458.643513
3 1381.305447 1809.402035
4 1372.928009 3855.519633
5 2098.254664 3128.479991
6 1173.145714 2303.734252
7 4336.344447 3685.893135
8 3295.794482 961.805378
9 1902.993102 367.055649
10 3159.788080 1472.866743
11 3780.466419 3448.972037
12 3958.536422 3490.371919
13 898.283302 2804.108661
14 3594.728682 321.546217
15 142.396645 3619.116539
16 3626.357562 774.284607
17 1002.641593 2661.611575
18 3436.280571 3270.483640
19 1997.312101 2005.531986
20 2953.153305 2160.367309
21 4054.886244 2375.713829
22 1378.611556 3258.271893
23 4313.201782 2256.416886
24 2572.667820 1254.775355
25 3834.744437 1050.517498
26 1820.683599 3306.755481
27 638.321786 2301.779626
28 2979.225565 1014.185866
29 709.661969 1649.242592
30 2443.222334 3012.998602
31 3330.625250 60.454252
32 3449.957297 3130.492004
33 2908.311382 452.961042
34 373.143530 2487.318797
35 5104.626555 2571.087190
36 156.319967 2980.297602
37 1013.226506 143.864855
38 4069.248248 1529.929192
39 4667.456938 727.890899
40 4456.269593 2439.897165
41 1552.969032 2971.884339
42 3289.741297 773.619595
43 4730.179848 2810.670158
44 4174.436696 914.298331
45 5146.963159 1899.974187
46 328.501471 3708.508796
47 4993.884283 1470.557887
48 4018.523777 720.093659
49 2558.554544 1398.999060
50 964.414569 3724.591351
51 606.674256 563.252347
52 4429.772997 3327.645371
53 2651.177072 518.255600
54 3269.487887 3904.067773
55 4534.249138 3596.590199
56 2256.281996 773.541363
57 882.200054 3307.187355
58 4712.875023 3659.796356
59 1840.309233 142.494944
60 5094.977829 543.742387
61 4161.015675 1866.880947
62 1118.727732 1159.824845
63 928.304453 3893.915897
64 2228.060755 950.221224
65 2477.081965 2194.655888
66 1637.278098 317.364301
67 1794.442289 2373.564524
68 3268.262996 857.084052
69 1876.345047 5.151254
70 333.722120 830.955068
71 4670.053500 1962.098362
72 5011.611380 3435.278466
73 4467.322712 2026.016116
74 938.980036 956.855895
75 4038.865908 3384.690759
76 3577.030280 2691.294676
77 4962.020319 558.150068
